--time	Susceptible	Infected	Recovered	Deaths	
0	753056	2714	0	72	
0.01	753045.9	2714.473	9.663648	72.00001	
0.02	753035.7	2714.947	19.32898	72.00002	
0.03	753025.6	2715.42	28.996	72.00003	
0.04	753015.4	2715.893	38.66471	72.00005	
0.05	753005.3	2716.367	48.33509	72.00006	
0.06	752995.2	2716.84	58.00717	72.00007	
0.07	752985	2717.313	67.68093	72.00008	
0.08	752974.9	2717.786	77.35637	72.00009	
0.09	752964.7	2718.259	87.0335	72.0001	
0.1	752954.6	2718.732	96.71231	72.00011	
0.11	752944.4	2719.205	106.3928	72.00012	
0.12	752934.2	2719.678	116.075	72.00014	
0.13	752924.1	2720.151	125.7588	72.00015	
0.14	752913.9	2720.623	135.4444	72.00016	
0.15	752903.8	2721.096	145.1316	72.00017	
0.16	752893.6	2721.569	154.8205	72.00018	
0.17	752883.4	2722.041	164.5111	72.00019	
0.18	752873.3	2722.514	174.2034	72.0002	
0.19	752863.1	2722.986	183.8974	72.00021	
0.2	752852.9	2723.459	193.593	72.00023	
0.21	752842.8	2723.931	203.2903	72.00024	
0.22	752832.6	2724.403	212.9893	72.00025	
0.23	752822.4	2724.875	222.69	72.00026	
0.24	752812.3	2725.348	232.3924	72.00027	
0.25	752802.1	2725.82	242.0964	72.00028	
0.26	752791.9	2726.292	251.8021	72.00029	
0.27	752781.7	2726.764	261.5096	72.0003	
0.28	752771.5	2727.236	271.2186	72.00032	
0.29	752761.4	2727.708	280.9294	72.00033	
0.3	752751.2	2728.18	290.6419	72.00034	
0.31	752741	2728.651	300.356	72.00035	
0.32	752730.8	2729.123	310.0718	72.00036	
0.33	752720.6	2729.595	319.7893	72.00037	
0.34	752710.4	2730.066	329.5085	72.00038	
0.35	752700.2	2730.538	339.2293	72.0004	
0.36	752690	2731.009	348.9518	72.00041	
0.37	752679.8	2731.481	358.676	72.00042	
0.38	752669.6	2731.952	368.4019	72.00043	
0.39	752659.4	2732.424	378.1295	72.00044	
0.4	752649.2	2732.895	387.8587	72.00045	
0.41	752639	2733.366	397.5896	72.00046	
0.42	752628.8	2733.837	407.3222	72.00047	
0.43	752618.6	2734.308	417.0565	72.00049	
0.44	752608.4	2734.779	426.7925	72.0005	
0.45	752598.2	2735.25	436.5301	72.00051	
0.46	752588	2735.721	446.2694	72.00052	
0.47	752577.8	2736.192	456.0104	72.00053	
0.48	752567.6	2736.663	465.753	72.00054	
0.49	752557.4	2737.134	475.4973	72.00055	
0.5	752547.2	2737.605	485.2434	72.00057	
0.51	752536.9	2738.075	494.991	72.00058	
0.52	752526.7	2738.546	504.7404	72.00059	
0.53	752516.5	2739.016	514.4914	72.0006	
0.54	752506.3	2739.487	524.2441	72.00061	
0.55	752496	2739.957	533.9985	72.00062	
0.56	752485.8	2740.428	543.7546	72.00063	
0.57	752475.6	2740.898	553.5123	72.00065	
0.58	752465.4	2741.368	563.2717	72.00066	
0.59	752455.1	2741.838	573.0328	72.00067	
0.6	752444.9	2742.309	582.7956	72.00068	
0.61	752434.7	2742.779	592.56	72.00069	
0.62	752424.4	2743.249	602.3261	72.0007	
0.63	752414.2	2743.719	612.0939	72.00071	
0.64	752403.9	2744.188	621.8633	72.00072	
0.65	752393.7	2744.658	631.6345	72.00074	
0.66	752383.5	2745.128	641.4073	72.00075	
0.67	752373.2	2745.598	651.1817	72.00076	
0.68	752363	2746.067	660.9579	72.00077	
0.69	752352.7	2746.537	670.7357	72.00078	
0.7	752342.5	2747.007	680.5152	72.00079	
0.71	752332.2	2747.476	690.2963	72.0008	
0.72	752322	2747.945	700.0791	72.00082	
0.73	752311.7	2748.415	709.8636	72.00083	
0.74	752301.5	2748.884	719.6498	72.00084	
0.75	752291.2	2749.353	729.4377	72.00085	
0.76	752280.9	2749.823	739.2272	72.00086	
0.77	752270.7	2750.292	749.0183	72.00087	
0.78	752260.4	2750.761	758.8112	72.00088	
0.79	752250.2	2751.23	768.6057	72.0009	
0.8	752239.9	2751.699	778.4019	72.00091	
0.81	752229.6	2752.168	788.1998	72.00092	
0.82	752219.4	2752.636	797.9993	72.00093	
0.83	752209.1	2753.105	807.8005	72.00094	
0.84	752198.8	2753.574	817.6034	72.00095	
0.85	752188.5	2754.042	827.4079	72.00096	
0.86	752178.3	2754.511	837.2141	72.00098	
0.87	752168	2754.98	847.022	72.00099	
0.88	752157.7	2755.448	856.8315	72.001	
0.89	752147.4	2755.916	866.6427	72.00101	
0.9	752137.2	2756.385	876.4556	72.00102	
0.91	752126.9	2756.853	886.2702	72.00103	
0.92	752116.6	2757.321	896.0864	72.00104	
0.93	752106.3	2757.789	905.9042	72.00106	
0.94	752096	2758.257	915.7238	72.00107	
0.95	752085.7	2758.725	925.545	72.00108	
0.96	752075.4	2759.193	935.3679	72.00109	
0.97	752065.1	2759.661	945.1924	72.0011	
0.98	752054.9	2760.129	955.0186	72.00111	
0.99	752044.6	2760.597	964.8465	72.00112	
1	752034.3	2761.065	974.676	72.00114	
1.01	752024	2761.532	984.5072	72.00115	
1.02	752013.7	2762	994.3401	72.00116	
1.03	752003.4	2762.468	1004.175	72.00117	
1.04	751993.1	2762.935	1014.011	72.00118	
1.05	751982.7	2763.402	1023.849	72.00119	
1.06	751972.4	2763.87	1033.688	72.0012	
1.07	751962.1	2764.337	1043.529	72.00122	
1.08	751951.8	2764.804	1053.372	72.00123	
1.09	751941.5	2765.271	1063.217	72.00124	
1.1	751931.2	2765.739	1073.063	72.00125	
1.11	751920.9	2766.206	1082.911	72.00126	
1.12	751910.6	2766.673	1092.76	72.00127	
1.13	751900.2	2767.139	1102.612	72.00129	
1.14	751889.9	2767.606	1112.464	72.0013	
1.15	751879.6	2768.073	1122.319	72.00131	
1.16	751869.3	2768.54	1132.175	72.00132	
1.17	751859	2769.006	1142.033	72.00133	
1.18	751848.6	2769.473	1151.892	72.00134	
1.19	751838.3	2769.94	1161.753	72.00135	
1.2	751828	2770.406	1171.616	72.00137	
1.21	751817.6	2770.872	1181.481	72.00138	
1.22	751807.3	2771.339	1191.347	72.00139	
1.23	751797	2771.805	1201.215	72.0014	
1.24	751786.6	2772.271	1211.084	72.00141	
1.25	751776.3	2772.737	1220.955	72.00142	
1.26	751766	2773.204	1230.828	72.00143	
1.27	751755.6	2773.67	1240.702	72.00145	
1.28	751745.3	2774.136	1250.578	72.00146	
1.29	751734.9	2774.601	1260.456	72.00147	
1.3	751724.6	2775.067	1270.336	72.00148	
1.31	751714.2	2775.533	1280.217	72.00149	
1.32	751703.9	2775.999	1290.099	72.0015	
1.33	751693.6	2776.464	1299.984	72.00152	
1.34	751683.2	2776.93	1309.87	72.00153	
1.35	751672.8	2777.395	1319.757	72.00154	
1.36	751662.5	2777.861	1329.647	72.00155	
1.37	751652.1	2778.326	1339.538	72.00156	
1.38	751641.8	2778.792	1349.43	72.00157	
1.39	751631.4	2779.257	1359.325	72.00158	
1.4	751621.1	2779.722	1369.221	72.0016	
1.41	751610.7	2780.187	1379.118	72.00161	
1.42	751600.3	2780.652	1389.018	72.00162	
1.43	751590	2781.117	1398.919	72.00163	
1.44	751579.6	2781.582	1408.821	72.00164	
1.45	751569.2	2782.047	1418.725	72.00165	
1.46	751558.9	2782.512	1428.631	72.00166	
1.47	751548.5	2782.977	1438.539	72.00168	
1.48	751538.1	2783.441	1448.448	72.00169	
1.49	751527.7	2783.906	1458.359	72.0017	
1.5	751517.4	2784.37	1468.271	72.00171	
1.51	751507	2784.835	1478.186	72.00172	
1.52	751496.6	2785.299	1488.101	72.00173	
1.53	751486.2	2785.764	1498.019	72.00175	
1.54	751475.8	2786.228	1507.938	72.00176	
1.55	751465.4	2786.692	1517.859	72.00177	
1.56	751455.1	2787.156	1527.781	72.00178	
1.57	751444.7	2787.62	1537.705	72.00179	
1.58	751434.3	2788.084	1547.631	72.0018	
1.59	751423.9	2788.548	1557.559	72.00182	
1.6	751413.5	2789.012	1567.488	72.00183	
1.61	751403.1	2789.476	1577.418	72.00184	
1.62	751392.7	2789.94	1587.351	72.00185	
1.63	751382.3	2790.403	1597.285	72.00186	
1.64	751371.9	2790.867	1607.22	72.00187	
1.65	751361.5	2791.33	1617.158	72.00188	
1.66	751351.1	2791.794	1627.097	72.0019	
1.67	751340.7	2792.257	1637.037	72.00191	
1.68	751330.3	2792.721	1646.979	72.00192	
1.69	751319.9	2793.184	1656.923	72.00193	
1.7	751309.5	2793.647	1666.869	72.00194	
1.71	751299.1	2794.11	1676.816	72.00195	
1.72	751288.7	2794.573	1686.765	72.00197	
1.73	751278.2	2795.036	1696.715	72.00198	
1.74	751267.8	2795.499	1706.668	72.00199	
1.75	751257.4	2795.962	1716.621	72.002	
1.76	751247	2796.425	1726.577	72.00201	
1.77	751236.6	2796.888	1736.534	72.00202	
1.78	751226.2	2797.35	1746.493	72.00204	
1.79	751215.7	2797.813	1756.453	72.00205	
1.8	751205.3	2798.275	1766.415	72.00206	
1.81	751194.9	2798.738	1776.379	72.00207	
1.82	751184.5	2799.2	1786.344	72.00208	
1.83	751174	2799.663	1796.311	72.00209	
1.84	751163.6	2800.125	1806.28	72.00211	
1.85	751153.2	2800.587	1816.25	72.00212	
1.86	751142.7	2801.049	1826.222	72.00213	
1.87	751132.3	2801.511	1836.195	72.00214	
1.88	751121.9	2801.973	1846.171	72.00215	
1.89	751111.4	2802.435	1856.147	72.00216	
1.9	751101	2802.897	1866.126	72.00217	
1.91	751090.5	2803.359	1876.106	72.00219	
1.92	751080.1	2803.82	1886.088	72.0022	
1.93	751069.6	2804.282	1896.071	72.00221	
1.94	751059.2	2804.743	1906.056	72.00222	
1.95	751048.7	2805.205	1916.043	72.00223	
1.96	751038.3	2805.666	1926.031	72.00224	
1.97	751027.8	2806.128	1936.021	72.00226	
1.98	751017.4	2806.589	1946.013	72.00227	
1.99	751006.9	2807.05	1956.006	72.00228	
2	750996.5	2807.511	1966.001	72.00229	
2.01	750986	2807.972	1975.998	72.0023	
2.02	750975.6	2808.433	1985.996	72.00231	
2.03	750965.1	2808.894	1995.996	72.00233	
2.04	750954.6	2809.355	2005.997	72.00234	
2.05	750944.2	2809.816	2016	72.00235	
2.06	750933.7	2810.277	2026.005	72.00236	
2.07	750923.2	2810.737	2036.012	72.00237	
2.08	750912.8	2811.198	2046.02	72.00238	
2.09	750902.3	2811.659	2056.029	72.0024	
2.1	750891.8	2812.119	2066.041	72.00241	
2.11	750881.4	2812.579	2076.054	72.00242	
2.12	750870.9	2813.04	2086.068	72.00243	
2.13	750860.4	2813.5	2096.084	72.00244	
2.14	750849.9	2813.96	2106.102	72.00245	
2.15	750839.5	2814.42	2116.122	72.00247	
2.16	750829	2814.88	2126.143	72.00248	
2.17	750818.5	2815.34	2136.166	72.00249	
2.18	750808	2815.8	2146.19	72.0025	
2.19	750797.5	2816.26	2156.216	72.00251	
2.2	750787	2816.719	2166.244	72.00252	
2.21	750776.5	2817.179	2176.273	72.00254	
2.22	750766.1	2817.639	2186.304	72.00255	
2.23	750755.6	2818.098	2196.337	72.00256	
2.24	750745.1	2818.558	2206.371	72.00257	
2.25	750734.6	2819.017	2216.407	72.00258	
2.26	750724.1	2819.476	2226.445	72.00259	
2.27	750713.6	2819.936	2236.484	72.00261	
2.28	750703.1	2820.395	2246.524	72.00262	
2.29	750692.6	2820.854	2256.567	72.00263	
2.3	750682.1	2821.313	2266.611	72.00264	
2.31	750671.6	2821.772	2276.657	72.00265	
2.32	750661.1	2822.231	2286.704	72.00266	
2.33	750650.6	2822.689	2296.753	72.00268	
2.34	750640	2823.148	2306.804	72.00269	
2.35	750629.5	2823.607	2316.856	72.0027	
2.36	750619	2824.065	2326.91	72.00271	
2.37	750608.5	2824.524	2336.965	72.00272	
2.38	750598	2824.982	2347.022	72.00274	
2.39	750587.5	2825.441	2357.081	72.00275	
2.4	750577	2825.899	2367.141	72.00276	
2.41	750566.4	2826.357	2377.203	72.00277	
2.42	750555.9	2826.815	2387.267	72.00278	
2.43	750545.4	2827.273	2397.332	72.00279	
2.44	750534.9	2827.731	2407.399	72.00281	
2.45	750524.3	2828.189	2417.468	72.00282	
2.46	750513.8	2828.647	2427.538	72.00283	
2.47	750503.3	2829.105	2437.61	72.00284	
2.48	750492.8	2829.563	2447.683	72.00285	
2.49	750482.2	2830.02	2457.758	72.00286	
2.5	750471.7	2830.478	2467.835	72.00288	
2.51	750461.1	2830.935	2477.913	72.00289	
2.52	750450.6	2831.393	2487.993	72.0029	
2.53	750440.1	2831.85	2498.075	72.00291	
2.54	750429.5	2832.307	2508.158	72.00292	
2.55	750419	2832.764	2518.243	72.00293	
2.56	750408.4	2833.222	2528.329	72.00295	
2.57	750397.9	2833.679	2538.417	72.00296	
2.58	750387.4	2834.135	2548.507	72.00297	
2.59	750376.8	2834.592	2558.598	72.00298	
2.6	750366.3	2835.049	2568.691	72.00299	
2.61	750355.7	2835.506	2578.786	72.00301	
2.62	750345.2	2835.963	2588.882	72.00302	
2.63	750334.6	2836.419	2598.98	72.00303	
2.64	750324	2836.876	2609.08	72.00304	
2.65	750313.5	2837.332	2619.181	72.00305	
2.66	750302.9	2837.788	2629.283	72.00306	
2.67	750292.4	2838.245	2639.388	72.00308	
2.68	750281.8	2838.701	2649.494	72.00309	
2.69	750271.2	2839.157	2659.601	72.0031	
2.7	750260.7	2839.613	2669.711	72.00311	
2.71	750250.1	2840.069	2679.821	72.00312	
2.72	750239.5	2840.525	2689.934	72.00313	
2.73	750229	2840.981	2700.048	72.00315	
2.74	750218.4	2841.437	2710.164	72.00316	
2.75	750207.8	2841.892	2720.281	72.00317	
2.76	750197.2	2842.348	2730.4	72.00318	
2.77	750186.7	2842.803	2740.521	72.00319	
2.78	750176.1	2843.259	2750.643	72.00321	
2.79	750165.5	2843.714	2760.767	72.00322	
2.8	750154.9	2844.17	2770.892	72.00323	
2.81	750144.4	2844.625	2781.019	72.00324	
2.82	750133.8	2845.08	2791.148	72.00325	
2.83	750123.2	2845.535	2801.278	72.00326	
2.84	750112.6	2845.99	2811.41	72.00328	
2.85	750102	2846.445	2821.544	72.00329	
2.86	750091.4	2846.9	2831.679	72.0033	
2.87	750080.8	2847.354	2841.816	72.00331	
2.88	750070.2	2847.809	2851.954	72.00332	
2.89	750059.6	2848.264	2862.094	72.00334	
2.9	750049	2848.718	2872.236	72.00335	
2.91	750038.4	2849.173	2882.379	72.00336	
2.92	750027.8	2849.627	2892.524	72.00337	
2.93	750017.2	2850.081	2902.67	72.00338	
2.94	750006.6	2850.536	2912.818	72.00339	
2.95	749996	2850.99	2922.968	72.00341	
2.96	749985.4	2851.444	2933.119	72.00342	
2.97	749974.8	2851.898	2943.272	72.00343	
2.98	749964.2	2852.352	2953.427	72.00344	
2.99	749953.6	2852.806	2963.583	72.00345	
3	749943	2853.259	2973.741	72.00347	
3.01	749932.4	2853.713	2983.9	72.00348	
3.02	749921.8	2854.167	2994.061	72.00349	
3.03	749911.2	2854.62	3004.224	72.0035	
3.04	749900.5	2855.074	3014.388	72.00351	
3.05	749889.9	2855.527	3024.554	72.00352	
3.06	749879.3	2855.98	3034.722	72.00354	
3.07	749868.7	2856.433	3044.891	72.00355	
3.08	749858	2856.886	3055.062	72.00356	
3.09	749847.4	2857.34	3065.234	72.00357	
3.1	749836.8	2857.793	3075.408	72.00358	
3.11	749826.2	2858.245	3085.583	72.0036	
3.12	749815.5	2858.698	3095.761	72.00361	
3.13	749804.9	2859.151	3105.939	72.00362	
3.14	749794.3	2859.604	3116.12	72.00363	
3.15	749783.6	2860.056	3126.302	72.00364	
3.16	749773	2860.509	3136.485	72.00366	
3.17	749762.4	2860.961	3146.671	72.00367	
3.18	749751.7	2861.413	3156.857	72.00368	
3.19	749741.1	2861.866	3167.046	72.00369	
3.2	749730.4	2862.318	3177.236	72.0037	
3.21	749719.8	2862.77	3187.428	72.00371	
3.22	749709.2	2863.222	3197.621	72.00373	
3.23	749698.5	2863.674	3207.816	72.00374	
3.24	749687.9	2864.126	3218.012	72.00375	
3.25	749677.2	2864.578	3228.21	72.00376	
3.26	749666.6	2865.029	3238.41	72.00377	
3.27	749655.9	2865.481	3248.612	72.00379	
3.28	749645.2	2865.932	3258.814	72.0038	
3.29	749634.6	2866.384	3269.019	72.00381	
3.3	749623.9	2866.835	3279.225	72.00382	
3.31	749613.3	2867.287	3289.433	72.00383	
3.32	749602.6	2867.738	3299.642	72.00385	
3.33	749592	2868.189	3309.853	72.00386	
3.34	749581.3	2868.64	3320.066	72.00387	
3.35	749570.6	2869.091	3330.28	72.00388	
3.36	749560	2869.542	3340.496	72.00389	
3.37	749549.3	2869.993	3350.713	72.0039	
3.38	749538.6	2870.443	3360.932	72.00392	
3.39	749527.9	2870.894	3371.153	72.00393	
3.4	749517.3	2871.345	3381.375	72.00394	
3.41	749506.6	2871.795	3391.599	72.00395	
3.42	749495.9	2872.245	3401.824	72.00396	
3.43	749485.2	2872.696	3412.051	72.00398	
3.44	749474.6	2873.146	3422.28	72.00399	
3.45	749463.9	2873.596	3432.51	72.004	
3.46	749453.2	2874.046	3442.742	72.00401	
3.47	749442.5	2874.496	3452.975	72.00402	
3.48	749431.8	2874.946	3463.21	72.00404	
3.49	749421.2	2875.396	3473.447	72.00405	
3.5	749410.5	2875.846	3483.685	72.00406	
3.51	749399.8	2876.295	3493.925	72.00407	
3.52	749389.1	2876.745	3504.166	72.00408	
3.53	749378.4	2877.195	3514.41	72.0041	
3.54	749367.7	2877.644	3524.654	72.00411	
3.55	749357	2878.093	3534.9	72.00412	
3.56	749346.3	2878.543	3545.148	72.00413	
3.57	749335.6	2878.992	3555.398	72.00414	
3.58	749324.9	2879.441	3565.649	72.00416	
3.59	749314.2	2879.89	3575.901	72.00417	
3.6	749303.5	2880.339	3586.156	72.00418	
3.61	749292.8	2880.788	3596.411	72.00419	
3.62	749282.1	2881.236	3606.669	72.0042	
3.63	749271.4	2881.685	3616.928	72.00422	
3.64	749260.7	2882.134	3627.188	72.00423	
3.65	749250	2882.582	3637.451	72.00424	
3.66	749239.3	2883.031	3647.714	72.00425	
3.67	749228.5	2883.479	3657.98	72.00426	
3.68	749217.8	2883.927	3668.247	72.00428	
3.69	749207.1	2884.375	3678.516	72.00429	
3.7	749196.4	2884.823	3688.786	72.0043	
3.71	749185.7	2885.271	3699.058	72.00431	
3.72	749174.9	2885.719	3709.331	72.00432	
3.73	749164.2	2886.167	3719.606	72.00433	
3.74	749153.5	2886.615	3729.882	72.00435	
3.75	749142.8	2887.063	3740.161	72.00436	
3.76	749132	2887.51	3750.44	72.00437	
3.77	749121.3	2887.958	3760.722	72.00438	
3.78	749110.6	2888.405	3771.005	72.00439	
3.79	749099.9	2888.852	3781.289	72.00441	
3.8	749089.1	2889.3	3791.575	72.00442	
3.81	749078.4	2889.747	3801.863	72.00443	
3.82	749067.6	2890.194	3812.152	72.00444	
3.83	749056.9	2890.641	3822.443	72.00445	
3.84	749046.2	2891.088	3832.736	72.00447	
3.85	749035.4	2891.535	3843.03	72.00448	
3.86	749024.7	2891.981	3853.326	72.00449	
3.87	749013.9	2892.428	3863.623	72.0045	
3.88	749003.2	2892.875	3873.922	72.00451	
3.89	748992.5	2893.321	3884.222	72.00453	
3.9	748981.7	2893.768	3894.524	72.00454	
3.91	748971	2894.214	3904.828	72.00455	
3.92	748960.2	2894.66	3915.133	72.00456	
3.93	748949.4	2895.106	3925.44	72.00457	
3.94	748938.7	2895.552	3935.748	72.00459	
3.95	748927.9	2895.998	3946.058	72.0046	
3.96	748917.2	2896.444	3956.37	72.00461	
3.97	748906.4	2896.89	3966.683	72.00462	
3.98	748895.7	2897.336	3976.998	72.00463	
3.99	748884.9	2897.781	3987.314	72.00465	
4	748874.1	2898.227	3997.632	72.00466	
4.01	748863.4	2898.672	4007.952	72.00467	
4.02	748852.6	2899.118	4018.273	72.00468	
4.03	748841.8	2899.563	4028.595	72.0047	
4.04	748831.1	2900.008	4038.92	72.00471	
4.05	748820.3	2900.453	4049.246	72.00472	
4.06	748809.5	2900.898	4059.573	72.00473	
4.07	748798.7	2901.343	4069.902	72.00474	
4.08	748788	2901.788	4080.233	72.00476	
4.09	748777.2	2902.233	4090.565	72.00477	
4.1	748766.4	2902.678	4100.899	72.00478	
4.11	748755.6	2903.122	4111.234	72.00479	
4.12	748744.9	2903.567	4121.571	72.0048	
4.13	748734.1	2904.011	4131.909	72.00482	
4.14	748723.3	2904.455	4142.249	72.00483	
4.15	748712.5	2904.9	4152.591	72.00484	
4.16	748701.7	2905.344	4162.934	72.00485	
4.17	748690.9	2905.788	4173.279	72.00486	
4.18	748680.1	2906.232	4183.626	72.00488	
4.19	748669.3	2906.676	4193.974	72.00489	
4.2	748658.6	2907.12	4204.323	72.0049	
4.21	748647.8	2907.563	4214.674	72.00491	
4.22	748637	2908.007	4225.027	72.00492	
4.23	748626.2	2908.45	4235.382	72.00494	
4.24	748615.4	2908.894	4245.737	72.00495	
4.25	748604.6	2909.337	4256.095	72.00496	
4.26	748593.8	2909.781	4266.454	72.00497	
4.27	748583	2910.224	4276.815	72.00498	
4.28	748572.2	2910.667	4287.177	72.005	
4.29	748561.3	2911.11	4297.541	72.00501	
4.3	748550.5	2911.553	4307.906	72.00502	
4.31	748539.7	2911.996	4318.273	72.00503	
4.32	748528.9	2912.438	4328.642	72.00504	
4.33	748518.1	2912.881	4339.012	72.00506	
4.34	748507.3	2913.324	4349.383	72.00507	
4.35	748496.5	2913.766	4359.757	72.00508	
4.36	748485.7	2914.208	4370.131	72.00509	
4.37	748474.8	2914.651	4380.508	72.00511	
4.38	748464	2915.093	4390.886	72.00512	
4.39	748453.2	2915.535	4401.265	72.00513	
4.4	748442.4	2915.977	4411.646	72.00514	
4.41	748431.5	2916.419	4422.029	72.00515	
4.42	748420.7	2916.861	4432.413	72.00517	
4.43	748409.9	2917.303	4442.799	72.00518	
4.44	748399.1	2917.744	4453.187	72.00519	
4.45	748388.2	2918.186	4463.576	72.0052	
4.46	748377.4	2918.627	4473.966	72.00521	
4.47	748366.6	2919.069	4484.358	72.00523	
4.48	748355.7	2919.51	4494.752	72.00524	
4.49	748344.9	2919.951	4505.147	72.00525	
4.5	748334.1	2920.392	4515.544	72.00526	
4.51	748323.2	2920.833	4525.943	72.00527	
4.52	748312.4	2921.274	4536.343	72.00529	
4.53	748301.5	2921.715	4546.744	72.0053	
4.54	748290.7	2922.156	4557.147	72.00531	
4.55	748279.8	2922.597	4567.552	72.00532	
4.56	748269	2923.037	4577.958	72.00534	
4.57	748258.2	2923.478	4588.366	72.00535	
4.58	748247.3	2923.918	4598.776	72.00536	
4.59	748236.4	2924.359	4609.187	72.00537	
4.6	748225.6	2924.799	4619.599	72.00538	
4.61	748214.7	2925.239	4630.013	72.0054	
4.62	748203.9	2925.679	4640.429	72.00541	
4.63	748193	2926.119	4650.846	72.00542	
4.64	748182.2	2926.559	4661.265	72.00543	
4.65	748171.3	2926.998	4671.685	72.00544	
4.66	748160.4	2927.438	4682.107	72.00546	
4.67	748149.6	2927.878	4692.531	72.00547	
4.68	748138.7	2928.317	4702.956	72.00548	
4.69	748127.9	2928.757	4713.382	72.00549	
4.7	748117	2929.196	4723.811	72.00551	
4.71	748106.1	2929.635	4734.24	72.00552	
4.72	748095.2	2930.074	4744.672	72.00553	
4.73	748084.4	2930.513	4755.105	72.00554	
4.74	748073.5	2930.952	4765.539	72.00555	
4.75	748062.6	2931.391	4775.975	72.00557	
4.76	748051.8	2931.83	4786.413	72.00558	
4.77	748040.9	2932.269	4796.852	72.00559	
4.78	748030	2932.707	4807.292	72.0056	
4.79	748019.1	2933.146	4817.735	72.00561	
4.8	748008.2	2933.584	4828.179	72.00563	
4.81	747997.3	2934.022	4838.624	72.00564	
4.82	747986.5	2934.46	4849.071	72.00565	
4.83	747975.6	2934.899	4859.519	72.00566	
4.84	747964.7	2935.337	4869.969	72.00568	
4.85	747953.8	2935.774	4880.421	72.00569	
4.86	747942.9	2936.212	4890.874	72.0057	
4.87	747932	2936.65	4901.329	72.00571	
4.88	747921.1	2937.088	4911.785	72.00572	
4.89	747910.2	2937.525	4922.243	72.00574	
4.9	747899.3	2937.963	4932.703	72.00575	
4.91	747888.4	2938.4	4943.164	72.00576	
4.92	747877.5	2938.837	4953.626	72.00577	
4.93	747866.6	2939.274	4964.09	72.00579	
4.94	747855.7	2939.712	4974.556	72.0058	
4.95	747844.8	2940.149	4985.023	72.00581	
4.96	747833.9	2940.585	4995.492	72.00582	
4.97	747823	2941.022	5005.962	72.00583	
4.98	747812.1	2941.459	5016.434	72.00585	
4.99	747801.2	2941.896	5026.907	72.00586	
5	747790.3	2942.332	5037.382	72.00587	
5.01	747779.4	2942.768	5047.859	72.00588	
5.02	747768.5	2943.205	5058.337	72.0059	
5.03	747757.5	2943.641	5068.817	72.00591	
5.04	747746.6	2944.077	5079.298	72.00592	
5.05	747735.7	2944.513	5089.78	72.00593	
5.06	747724.8	2944.949	5100.265	72.00594	
5.07	747713.9	2945.385	5110.751	72.00596	
5.08	747702.9	2945.821	5121.238	72.00597	
5.09	747692	2946.256	5131.727	72.00598	
5.1	747681.1	2946.692	5142.217	72.00599	
5.11	747670.2	2947.127	5152.709	72.00601	
5.12	747659.2	2947.563	5163.203	72.00602	
5.13	747648.3	2947.998	5173.698	72.00603	
5.14	747637.4	2948.433	5184.195	72.00604	
5.15	747626.4	2948.868	5194.693	72.00605	
5.16	747615.5	2949.303	5205.193	72.00607	
5.17	747604.6	2949.738	5215.694	72.00608	
5.18	747593.6	2950.173	5226.197	72.00609	
5.19	747582.7	2950.608	5236.702	72.0061	
5.2	747571.7	2951.042	5247.208	72.00612	
5.21	747560.8	2951.477	5257.715	72.00613	
5.22	747549.9	2951.911	5268.224	72.00614	
5.23	747538.9	2952.346	5278.735	72.00615	
5.24	747528	2952.78	5289.247	72.00616	
5.25	747517	2953.214	5299.761	72.00618	
5.26	747506.1	2953.648	5310.276	72.00619	
5.27	747495.1	2954.082	5320.793	72.0062	
5.28	747484.2	2954.516	5331.311	72.00621	
5.29	747473.2	2954.949	5341.831	72.00623	
5.3	747462.3	2955.383	5352.353	72.00624	
5.31	747451.3	2955.817	5362.875	72.00625	
5.32	747440.3	2956.25	5373.4	72.00626	
5.33	747429.4	2956.683	5383.926	72.00627	
5.34	747418.4	2957.117	5394.454	72.00629	
5.35	747407.5	2957.55	5404.983	72.0063	
5.36	747396.5	2957.983	5415.514	72.00631	
5.37	747385.5	2958.416	5426.046	72.00632	
5.38	747374.6	2958.849	5436.58	72.00634	
5.39	747363.6	2959.281	5447.115	72.00635	
5.4	747352.6	2959.714	5457.652	72.00636	
5.41	747341.7	2960.147	5468.19	72.00637	
5.42	747330.7	2960.579	5478.73	72.00639	
5.43	747319.7	2961.012	5489.272	72.0064	
5.44	747308.7	2961.444	5499.815	72.00641	
5.45	747297.8	2961.876	5510.359	72.00642	
5.46	747286.8	2962.308	5520.905	72.00643	
5.47	747275.8	2962.74	5531.453	72.00645	
5.48	747264.8	2963.172	5542.002	72.00646	
5.49	747253.8	2963.604	5552.553	72.00647	
5.5	747242.9	2964.035	5563.105	72.00648	
5.51	747231.9	2964.467	5573.659	72.0065	
5.52	747220.9	2964.898	5584.214	72.00651	
5.53	747209.9	2965.33	5594.771	72.00652	
5.54	747198.9	2965.761	5605.329	72.00653	
5.55	747187.9	2966.192	5615.889	72.00654	
5.56	747176.9	2966.623	5626.451	72.00656	
5.57	747165.9	2967.054	5637.014	72.00657	
5.58	747154.9	2967.485	5647.578	72.00658	
5.59	747143.9	2967.916	5658.144	72.00659	
5.6	747132.9	2968.347	5668.712	72.00661	
5.61	747121.9	2968.777	5679.281	72.00662	
5.62	747110.9	2969.208	5689.852	72.00663	
5.63	747099.9	2969.638	5700.424	72.00664	
5.64	747088.9	2970.069	5710.998	72.00666	
